Pais;Ecoregion;Km total;Species;size;distance
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;40
Bolivia;Beni savanna;1148,76;Ara severus;1;54
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;20;103
Bolivia;Beni savanna;1148,76;Ara severus;2;41
Bolivia;Beni savanna;1148,76;Pionus menstruus;1;24
Bolivia;Beni savanna;1148,76;Ara severus;1;74
Bolivia;Beni savanna;1148,76;Ara severus;1;50
Bolivia;Beni savanna;1148,76;Ara severus;18;132
Bolivia;Beni savanna;1148,76;Ara severus;2;32
Bolivia;Beni savanna;1148,76;Ara severus;2;45
Bolivia;Beni savanna;1148,76;Ara severus;1;42
Bolivia;Beni savanna;1148,76;Ara severus;1;94
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;5;32
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;6;42
Bolivia;Beni savanna;1148,76;Ara severus;1;32
Bolivia;Beni savanna;1148,76;Ara severus;2;25
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;79
Bolivia;Beni savanna;1148,76;Ara severus;1;66
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;62
Bolivia;Beni savanna;1148,76;Ara severus;2;96
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;3;72
Bolivia;Beni savanna;1148,76;Ara severus;3;115
Bolivia;Beni savanna;1148,76;Ara severus;2;500
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;133
Bolivia;Beni savanna;1148,76;Ara severus;2;135
Bolivia;Beni savanna;1148,76;Ara severus;2;67
Bolivia;Beni savanna;1148,76;Ara severus;2;91
Bolivia;Beni savanna;1148,76;Ara severus;1;43
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;1;54
Bolivia;Beni savanna;1148,76;Ara severus;1;153
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;2;16
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;5
Bolivia;Beni savanna;1148,76;Ara severus;2;159
Bolivia;Beni savanna;1148,76;Ara severus;2;169
Bolivia;Beni savanna;1148,76;Pionus menstruus;1;66
Bolivia;Beni savanna;1148,76;Ara severus;1;132
Bolivia;Beni savanna;1148,76;Ara ararauna;2;210
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;1;80
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;30
Bolivia;Beni savanna;1148,76;Ara ararauna;3;110
Bolivia;Beni savanna;1148,76;Ara severus;2;40
Bolivia;Beni savanna;1148,76;Ara ararauna;2;20
Bolivia;Beni savanna;1148,76;Ara severus;3;45
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;140
Bolivia;Beni savanna;1148,76;Ara ararauna;2;62
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;7;12
Bolivia;Beni savanna;1148,76;Ara severus;6;110
Bolivia;Beni savanna;1148,76;Ara severus;2;40
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;70
Bolivia;Beni savanna;1148,76;Eupsittula aurea;1;25
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;1;30
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;25
Bolivia;Beni savanna;1148,76;Aratinga weddellii;2;45
Bolivia;Beni savanna;1148,76;Eupsittula aurea;4;15
Bolivia;Beni savanna;1148,76;Aratinga weddellii;20;15
Bolivia;Beni savanna;1148,76;Aratinga weddellii;14;10
Bolivia;Beni savanna;1148,76;Eupsittula aurea;6;7
Bolivia;Beni savanna;1148,76;Aratinga weddellii;51;21
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;6;70
Bolivia;Beni savanna;1148,76;Ara ararauna;1;119
Bolivia;Beni savanna;1148,76;Eupsittula aurea;1;40
Bolivia;Beni savanna;1148,76;Pionus menstruus;1;30
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;1;119
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;20
Bolivia;Beni savanna;1148,76;Eupsittula aurea;3;10
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;15
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;1;16
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;110
Bolivia;Beni savanna;1148,76;Ara severus;3;70
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;1;20
Bolivia;Beni savanna;1148,76;Ara severus;5;200
Bolivia;Beni savanna;1148,76;Ara severus;2;30
Bolivia;Beni savanna;1148,76;Ara ararauna;2;180
Bolivia;Beni savanna;1148,76;Ara severus;3;8
Bolivia;Beni savanna;1148,76;Aratinga weddellii;1;40
Bolivia;Beni savanna;1148,76;Primolius auricollis;2;25
Bolivia;Beni savanna;1148,76;Eupsittula aurea;1;10
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;45
Bolivia;Beni savanna;1148,76;Ara severus;4;60
Bolivia;Beni savanna;1148,76;Aratinga weddellii;1;65
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;15
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;10
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;15
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;1;40
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;50
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;30
Bolivia;Beni savanna;1148,76;Primolius auricollis;1;45
Bolivia;Beni savanna;1148,76;Ara severus;2;120
Bolivia;Beni savanna;1148,76;Ara ararauna;2;99
Bolivia;Beni savanna;1148,76;Eupsittula aurea;7;80
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;2;25
Bolivia;Beni savanna;1148,76;Eupsittula aurea;4;40
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;15
Bolivia;Beni savanna;1148,76;Aratinga weddellii;1;30
Bolivia;Beni savanna;1148,76;Aratinga weddellii;2;15
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;45
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;12
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;8;10
Bolivia;Beni savanna;1148,76;Eupsittula aurea;1;15
Bolivia;Beni savanna;1148,76;Primolius auricollis;2;30
Bolivia;Beni savanna;1148,76;Ara ararauna;2;8
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;10
Bolivia;Beni savanna;1148,76;Eupsittula aurea;8;20
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;20
Bolivia;Beni savanna;1148,76;Eupsittula aurea;3;20
Bolivia;Beni savanna;1148,76;Eupsittula aurea;30;20
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;12;25
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;9;15
Bolivia;Beni savanna;1148,76;Aratinga weddellii;3;30
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;40
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;5;45
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;6;10
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;2
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;15
Bolivia;Beni savanna;1148,76;Aratinga weddellii;4;20
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;4;10
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;10;7
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;30
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;10;12
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;20
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;15;10
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;4;8
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;25
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;1;6
Bolivia;Beni savanna;1148,76;Eupsittula aurea;4;15
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;10;20
Bolivia;Beni savanna;1148,76;Aratinga weddellii;35;6
Bolivia;Beni savanna;1148,76;Aratinga weddellii;25;20
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;20;20
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;45;40
Bolivia;Beni savanna;1148,76;Eupsittula aurea;25;30
Bolivia;Beni savanna;1148,76;Eupsittula aurea;30;35
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;8
Bolivia;Beni savanna;1148,76;Eupsittula aurea;3;15
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;150
Bolivia;Beni savanna;1148,76;Ara severus;2;25
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;15
Bolivia;Beni savanna;1148,76;Eupsittula aurea;1;18
Bolivia;Beni savanna;1148,76;Ara ararauna;1;60
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;70
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;130
Bolivia;Beni savanna;1148,76;Eupsittula aurea;21;6
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;10
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;7
Bolivia;Beni savanna;1148,76;Eupsittula aurea;4;12
Bolivia;Beni savanna;1148,76;Eupsittula aurea;15;2
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;15
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;2;20
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;10;16
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;60
Bolivia;Beni savanna;1148,76;Ara ararauna;2;70
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;10
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;70
Bolivia;Beni savanna;1148,76;Ara chloropterus;2;30
Bolivia;Beni savanna;1148,76;Primolius auricollis;2;80
Bolivia;Beni savanna;1148,76;Psittacara leucophthalmus;2;120
Bolivia;Beni savanna;1148,76;Amazona aestiva;1;130
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;30
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;4;11
Bolivia;Beni savanna;1148,76;Aratinga weddellii;2;35
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;5;10
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;45
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;70
Bolivia;Beni savanna;1148,76;Eupsittula aurea;13;40
Bolivia;Beni savanna;1148,76;Eupsittula aurea;8;35
Bolivia;Beni savanna;1148,76;Eupsittula aurea;1;20
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;25
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;6;25
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;30
Bolivia;Beni savanna;1148,76;Eupsittula aurea;4;50
Bolivia;Beni savanna;1148,76;Psittacara leucophthalmus;5;15
Bolivia;Beni savanna;1148,76;Ara ararauna;1;30
Bolivia;Beni savanna;1148,76;Ara severus;2;15
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;8;40
Bolivia;Beni savanna;1148,76;Psittacara leucophthalmus;5;25
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;5;25
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;2;10
Bolivia;Beni savanna;1148,76;Psittacara leucophthalmus;2;60
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;4;30
Bolivia;Beni savanna;1148,76;Ara ararauna;1;15
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;30
Bolivia;Beni savanna;1148,76;Ara chloropterus;5;20
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;15
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;180
Bolivia;Beni savanna;1148,76;Ara ararauna;2;80
Bolivia;Beni savanna;1148,76;Ara ararauna;2;60
Bolivia;Beni savanna;1148,76;Ara ararauna;2;80
Bolivia;Beni savanna;1148,76;Aratinga weddellii;8;80
Bolivia;Beni savanna;1148,76;Ara chloropterus;4;100
Bolivia;Beni savanna;1148,76;Ara chloropterus;2;15
Bolivia;Beni savanna;1148,76;Ara chloropterus;2;80
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;18
Bolivia;Beni savanna;1148,76;Amazona aestiva;4;60
Bolivia;Beni savanna;1148,76;Ara chloropterus;9;180
Bolivia;Beni savanna;1148,76;Ara severus;2;100
Bolivia;Beni savanna;1148,76;Eupsittula aurea;4;80
Bolivia;Beni savanna;1148,76;Eupsittula aurea;14;200
Bolivia;Beni savanna;1148,76;Eupsittula aurea;3;100
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;50
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;4;20
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;4;30
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;1;15
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;2;22
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;2;10
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;1;35
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;90
Bolivia;Beni savanna;1148,76;Ara chloropterus;1;120
Bolivia;Beni savanna;1148,76;Aratinga weddellii;2;20
Bolivia;Beni savanna;1148,76;Ara ararauna;6;140
Bolivia;Beni savanna;1148,76;Eupsittula aurea;1;15
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;40
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;3;60
Bolivia;Beni savanna;1148,76;Ara ararauna;1;100
Bolivia;Beni savanna;1148,76;Primolius auricollis;22;30
Bolivia;Beni savanna;1148,76;Ara ararauna;4;100
Bolivia;Beni savanna;1148,76;Pionus menstruus;1;25
Bolivia;Beni savanna;1148,76;Ara ararauna;2;150
Bolivia;Beni savanna;1148,76;Primolius auricollis;4;10
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;10
Bolivia;Beni savanna;1148,76;Primolius auricollis;2;50
Bolivia;Beni savanna;1148,76;Primolius auricollis;2;40
Bolivia;Beni savanna;1148,76;Primolius auricollis;6;40
Bolivia;Beni savanna;1148,76;Primolius auricollis;3;35
Bolivia;Beni savanna;1148,76;Primolius auricollis;2;15
Bolivia;Beni savanna;1148,76;Primolius auricollis;18;20
Bolivia;Beni savanna;1148,76;Primolius auricollis;45;45
Bolivia;Beni savanna;1148,76;Ara ararauna;2;200
Bolivia;Beni savanna;1148,76;Primolius auricollis;3;50
Bolivia;Beni savanna;1148,76;Primolius auricollis;3;35
Bolivia;Beni savanna;1148,76;Ara ararauna;2;20
Bolivia;Beni savanna;1148,76;Primolius auricollis;3;50
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;50
Bolivia;Beni savanna;1148,76;Ara ararauna;5;20
Bolivia;Beni savanna;1148,76;Ara ararauna;2;20
Bolivia;Beni savanna;1148,76;Primolius auricollis;1;150
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;7;15
Bolivia;Beni savanna;1148,76;Ara ararauna;2;50
Bolivia;Beni savanna;1148,76;Ara ararauna;4;200
Bolivia;Beni savanna;1148,76;Ara severus;2;60
Bolivia;Beni savanna;1148,76;Primolius auricollis;5;63
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;46
Bolivia;Beni savanna;1148,76;Ara severus;2;135
Bolivia;Beni savanna;1148,76;Primolius auricollis;4;167
Bolivia;Beni savanna;1148,76;Eupsittula aurea;3;67
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;159
Bolivia;Beni savanna;1148,76;Primolius auricollis;2;159
Bolivia;Beni savanna;1148,76;Ara severus;1;145
Bolivia;Beni savanna;1148,76;Ara severus;2;108
Bolivia;Beni savanna;1148,76;Ara severus;2;73
Bolivia;Beni savanna;1148,76;Ara severus;2;90
Bolivia;Beni savanna;1148,76;Ara severus;2;97
Bolivia;Beni savanna;1148,76;Primolius auricollis;2;43
Bolivia;Beni savanna;1148,76;Primolius auricollis;2;74
Bolivia;Beni savanna;1148,76;Aratinga weddellii;8;67
Bolivia;Beni savanna;1148,76;Ara severus;2;120
Bolivia;Beni savanna;1148,76;Ara severus;2;539
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;300
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;109
Bolivia;Beni savanna;1148,76;Ara ararauna;2;81
Bolivia;Beni savanna;1148,76;Aratinga weddellii;2;154
Bolivia;Beni savanna;1148,76;Aratinga weddellii;3;259
Bolivia;Beni savanna;1148,76;Amazona aestiva;2;123
Bolivia;Beni savanna;1148,76;Psittacara leucophthalmus;10;193
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;43
Bolivia;Beni savanna;1148,76;Ara ararauna;6;120
Bolivia;Beni savanna;1148,76;Psittacara leucophthalmus;2;40
Bolivia;Beni savanna;1148,76;Psittacara leucophthalmus;2;179
Bolivia;Beni savanna;1148,76;Eupsittula aurea;8;155
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;100
Bolivia;Beni savanna;1148,76;Eupsittula aurea;14;97
Bolivia;Beni savanna;1148,76;Eupsittula aurea;4;138
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;35
Bolivia;Beni savanna;1148,76;Aratinga weddellii;2;71
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;45
Bolivia;Beni savanna;1148,76;Eupsittula aurea;4;36
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;58
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;51
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;2;12
Bolivia;Beni savanna;1148,76;Forpus xanthopterygius;2;15
Bolivia;Beni savanna;1148,76;Ara severus;2;48
Bolivia;Beni savanna;1148,76;Ara ararauna;2;16
Bolivia;Beni savanna;1148,76;Eupsittula aurea;3;249
Bolivia;Beni savanna;1148,76;Aratinga weddellii;1;115
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;25
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;36
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;15
Bolivia;Beni savanna;1148,76;Primolius auricollis;2;126
Bolivia;Beni savanna;1148,76;Psittacara leucophthalmus;2;125
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;20
Bolivia;Beni savanna;1148,76;Ara ararauna;4;216
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;155
Bolivia;Beni savanna;1148,76;Eupsittula aurea;1;20
Bolivia;Beni savanna;1148,76;Ara severus;4;431
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;111
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;5;302
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;60
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;1;469
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;252
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;1;197
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;3;84
Bolivia;Beni savanna;1148,76;Amazona amazonica;2;43
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;43
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;243
Bolivia;Beni savanna;1148,76;Amazona amazonica;1;142
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;5;20
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;59
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;1;50
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;1;74
Bolivia;Beni savanna;1148,76;Amazona amazonica;7;61
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;73
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;62
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;1;265
Bolivia;Beni savanna;1148,76;Amazona amazonica;3;49
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;24
Bolivia;Beni savanna;1148,76;Psittacara leucophthalmus;2;49
Bolivia;Beni savanna;1148,76;Amazona ochrocephala;2;148
Bolivia;Beni savanna;1148,76;Ara ararauna;2;150
Bolivia;Beni savanna;1148,76;Eupsittula aurea;3;35
Bolivia;Beni savanna;1148,76;Eupsittula aurea;1;155
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;1;158
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;89
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;30
Bolivia;Beni savanna;1148,76;Amazona amazonica;2;54
Bolivia;Beni savanna;1148,76;Ara ararauna;2;35
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;4;70
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;3;98
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;208
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;175
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;132
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;25;295
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;36
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;16;65
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;4;22
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;70
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;154
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;50
Bolivia;Beni savanna;1148,76;Eupsittula aurea;30;29
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;29
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;4;89
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;5
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;52
Bolivia;Beni savanna;1148,76;Psittacara leucophthalmus;2;15
Bolivia;Beni savanna;1148,76;Psittacara leucophthalmus;2;15
Bolivia;Beni savanna;1148,76;Brotogeris chiriri;2;30
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;154
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;45
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;77
Bolivia;Beni savanna;1148,76;Eupsittula aurea;2;42
Bolivia;Beni savanna;1148,76;Eupsittula aurea;4;28
Bolivia;Beni savanna;1148,76;Eupsittula aurea;6;130
Bolivia;Beni savanna;1148,76;Eupsittula aurea;8;20
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;584
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;1;73
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;4;129
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;55
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;2;135
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;5;66
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;3;30
Bolivia;Beni savanna;1148,76;Psittacara leucophthalmus;2;30
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;4;60
Bolivia;Beni savanna;1148,76;Orthopsittaca manilatus;16;196
Bolivia;Beni savanna;1148,76;Alipiopsitta xanthops;36;87
